2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
23.32640567,22.60021221,25.13333351,29.5560886,33.9517253,37.08125479,39.13380833,38.41398138,34.97950937,26.71271302,30.6145489,31.35917811
